complaint_id,road_segment_id,complaint_date,complaint_time,latitude,longitude,location_description,complaint_text,language,damage_type,severity,traffic_impact,safety_risk,vehicle_accident_reported,pedestrian_risk,two_wheeler_risk,emergency_route,status,assigned_department,resolution_date,resolution_type,photo_path,submission_channel
CMP_000124,RD_00775,19-08-2026,17:24,12.914823,80.273451,Near Mylapore,Unsafe road condition reported by residents,Tamil,Missing_Manhole_Cover,Medium,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000125,RD_00882,07-07-2026,04:18,12.905869,80.241113,Near Mogappair,Utility excavation is obstructing the road,English,Utility_Excavation,High,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000126,RD_00622,01-06-2026,16:33,13.053111,80.228848,Near Taramani,Unsafe road condition reported by residents,English,Damaged_Signage,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000127,RD_00722,16-08-2026,22:29,13.031126,80.289962,Near Medavakkam,Road condition is worsening at this location,Tamil,Obstruction,High,High,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000128,RD_00469,05-02-2026,02:35,13.030458,80.287917,Near Mogappair,Several potholes visible on the carriageway,Tamil,Pothole,High,High,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000129,RD_00290,06-07-2026,03:13,13.059053,80.163603,Near Pallikaranai,Road defect requires inspection and repair,English,Depression,Medium,High,High,No,No,No,No,Resolved,GCC Roads,30-07-2026,Resurfacing,,legacy_record
CMP_000130,RD_00110,10-05-2026,08:38,13.100794,80.245558,Near Velachery,Road defect requires inspection and repair,Tamil,Broken_Streetlight,Critical,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000131,RD_00986,06-06-2026,13:04,12.940567,80.213067,Near Saidapet,Road surface is damaged and needs attention,Tamil,Damaged_Median,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000132,RD_00985,16-05-2026,04:01,13.099718,80.287621,Near Besant Nagar,Damaged section is affecting normal traffic,English,Other,Low,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000133,RD_00849,04-04-2026,01:27,12.910248,80.18078,Near Anna Nagar,Excavated section remains uneven after utility work,Tamil-English,Unrestored_Road_Cut,Low,Low,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000134,RD_00872,02-05-2026,13:18,12.922321,80.208689,Near Medavakkam,Road condition is worsening at this location,English,Road_Work_Incomplete,Medium,Low,,No,No,No,No,Resolved,GCC Roads,14-05-2026,Resurfacing,,legacy_record
CMP_000135,RD_00046,26-01-2026,20:28,13.008298,80.187299,Near Mogappair,Unsafe road condition reported by residents,Tamil,Missing_Road_Marking,Medium,,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_000136,RD_00926,07-05-2026,22:30,13.107899,80.300409,Near Mylapore,Large road hole creating a safety risk for motorists,Tamil-English,Pothole,Critical,High,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000137,RD_00663,01-07-2026,17:04,13.034612,80.26173,Near Porur,Unsafe road condition reported by residents,English,Damaged_Signage,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000138,RD_00369,08-05-2026,17:05,13.082432,80.235123,Near Saidapet,Road defect requires inspection and repair,Tamil,Depression,Medium,High,Low,No,No,No,No,Resolved,GCC Roads,03-06-2026,Resurfacing,,legacy_record
CMP_000139,RD_00988,17-03-2026,01:24,12.910449,80.194975,Near Adambakkam,Unsafe road condition reported by residents,English,Damaged_Manhole,Medium,Medium,High,No,No,No,No,Resolved,GCC Roads,09-04-2026,Resurfacing,,legacy_record
CMP_000140,RD_00651,08-03-2026,03:11,12.909167,80.235458,Near Saidapet,Road surface is damaged and needs attention,English,Damaged_Signage,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000141,RD_00414,04-01-2026,10:14,13.050067,80.226543,Near Pallikaranai,Road condition is worsening at this location,Tamil,Subsidence,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000142,RD_00516,24-07-2026,22:19,12.96592,80.265847,Near Besant Nagar,Large road hole creating a safety risk for motorists,Tamil,Pothole,High,Medium,High,No,No,No,No,Resolved,GCC Roads,11-08-2026,Pothole filling,,legacy_record
CMP_000143,RD_00445,16-02-2026,00:04,12.993564,80.243779,Near Besant Nagar,Road surface is damaged and needs attention,Tamil-English,Missing_Manhole_Cover,Medium,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000144,RD_00987,26-08-2026,23:15,13.074442,80.289184,Near Ambattur,Road condition is worsening at this location,English,Construction_Debris,High,Medium,Low,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_000145,RD_00187,25-06-2026,16:27,13.102408,80.247507,Near T Nagar,Road condition is worsening at this location,English,Uneven_Surface,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,15-07-2026,Resurfacing,,legacy_record
CMP_000146,RD_00853,01-07-2026,00:33,13.08698,80.271252,Near Ambattur,Road condition is worsening at this location,Tamil,Damaged_Manhole,Medium,High,Low,No,No,No,No,Resolved,GCC Roads,06-07-2026,Resurfacing,,legacy_record
CMP_000147,RD_00714,22-07-2026,12:46,13.059273,80.277293,Near Nungambakkam,Road condition is worsening at this location,Tamil,Rutting,Low,High,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000148,RD_00419,05-04-2026,23:20,13.047937,80.174557,Near Anna Nagar,Damaged section is affecting normal traffic,Tamil-English,Subsidence,Low,,Low,No,No,No,No,Resolved,GCC Roads,16-04-2026,Resurfacing,,legacy_record
CMP_000149,RD_00479,08-08-2026,04:26,13.146765,80.187676,Near Taramani,Unsafe road condition reported by residents,English,Edge_Cracking,High,Medium,High,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_000150,RD_00094,16-07-2026,14:31,12.904941,80.286964,Near Thoraipakkam,Poor restoration after road cutting has created a depression,English,Poor_Restoration,Medium,Medium,,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000151,RD_00757,22-03-2026,17:30,12.940921,80.285003,Near Mylapore,Road surface has developed multiple cracks,Tamil-English,Crack,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000152,RD_00257,10-02-2026,03:55,13.019487,80.252654,Near Ambattur,Road condition is worsening at this location,English,Damaged_Curb,High,Medium,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000153,RD_00509,06-05-2026,07:15,13.09267,80.295745,Near Saidapet,Road surface has developed multiple cracks,Tamil,Crack,Low,Severe,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000154,RD_00719,07-07-2026,10:18,13.103767,80.293343,Near Taramani,Damaged section is affecting normal traffic,Tamil-English,Construction_Debris,Critical,Low,Low,No,No,No,No,Resolved,GCC Roads,22-07-2026,Resurfacing,,legacy_record
CMP_000155,RD_00453,28-04-2026,16:36,13.101399,80.19091,Near Mogappair,Road surface has developed multiple cracks,Tamil,Crack,High,Medium,Medium,No,No,No,No,Resolved,GCC Roads,01-05-2026,Resurfacing,,legacy_record
CMP_000156,RD_00137,24-07-2026,01:28,12.995393,80.219494,Near Mogappair,Drainage problem causing water accumulation,English,Drainage_Failure,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000157,RD_00300,08-05-2026,02:54,12.906413,80.189747,Near Besant Nagar,Unsafe road condition reported by residents,Tamil,Road_Work_Incomplete,Low,Medium,High,No,No,No,No,Resolved,GCC Roads,01-06-2026,Resurfacing,,legacy_record
CMP_000158,RD_00835,01-08-2026,14:37,13.096228,80.295948,Near Mylapore,Unsafe road condition reported by residents,Tamil-English,Road_Work_Incomplete,High,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000159,RD_00649,17-03-2026,04:41,13.0262,80.187129,Near Mylapore,Road condition is worsening at this location,Tamil,Alligator_Cracking,High,Low,Low,Yes,No,Yes,Yes,Resolved,GCC Roads,12-04-2026,Resurfacing,,legacy_record
CMP_000160,RD_00300,23-08-2026,17:59,12.905341,80.191112,Near Besant Nagar,Damaged section is affecting normal traffic,Tamil-English,Obstruction,Medium,Medium,Medium,No,No,Yes,No,In Progress,GCC Roads,,,,legacy_record
CMP_000161,RD_00004,14-02-2026,18:21,13.069314,80.218017,Near Guindy,Damaged section is affecting normal traffic,English,Rutting,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,11-03-2026,Resurfacing,,legacy_record
CMP_000162,RD_00123,18-02-2026,03:34,13.141063,80.155183,Near Velachery,Severe waterlogging affecting traffic movement,Tamil-English,Waterlogging,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000163,RD_00370,07-05-2026,17:56,13.055526,80.239419,Near Adambakkam,Road surface is damaged and needs attention,Tamil-English,Road_Collapse,Low,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000164,RD_00887,30-04-2026,00:30,13.028366,80.231683,Near Mogappair,Road defect requires inspection and repair,Tamil,Construction_Debris,Low,High,,No,No,No,No,Resolved,GCC Roads,05-05-2026,Resurfacing,,legacy_record
CMP_000165,RD_00428,22-03-2026,16:18,13.068544,80.265825,Near Mylapore,Utility excavation is obstructing the road,Tamil-English,Utility_Excavation,Medium,Low,High,No,No,Yes,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_000166,RD_00848,14-03-2026,18:10,13.092699,80.276784,Near Guindy,Damaged section is affecting normal traffic,English,Other,High,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000167,RD_00391,17-05-2026,14:35,13.070027,80.162331,Near Velachery,Unsafe road condition reported by residents,Tamil,Depression,High,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000168,RD_00932,13-08-2026,11:20,13.015178,80.199999,Near Pallikaranai,Damaged section is affecting normal traffic,English,Edge_Cracking,Medium,Low,High,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_000169,RD_00846,04-06-2026,06:45,13.08512,80.225334,Near Adyar,Cracks spreading along the lane,English,Crack,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000170,RD_00665,02-01-2026,04:41,13.094806,80.180862,Near Pallikaranai,Damaged section is affecting normal traffic,Tamil,Damaged_Median,Medium,,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000171,RD_00026,29-05-2026,18:06,12.941181,80.232511,Near Perungudi,Damaged section is affecting normal traffic,Tamil-English,Alligator_Cracking,Medium,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000172,RD_00828,25-07-2026,20:02,12.979643,80.287005,Near Taramani,Damaged section is affecting normal traffic,Tamil,Broken_Streetlight,Medium,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000173,RD_00856,04-04-2026,20:46,13.035231,80.220232,Near Shenoy Nagar,Utility trench restoration is damaged and unsafe,Tamil-English,Unrestored_Road_Cut,Low,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000174,RD_00884,16-06-2026,11:11,13.037794,80.224173,Near Adambakkam,Several potholes visible on the carriageway,Tamil-English,Pothole,Critical,High,Low,No,No,No,No,Resolved,GCC Roads,07-07-2026,Pothole filling,,legacy_record
CMP_000175,RD_00643,22-06-2026,05:19,13.109348,80.294253,Near Thoraipakkam,Poor restoration after road cutting has created a depression,English,Poor_Restoration,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000176,RD_00948,23-07-2026,06:37,13.091485,80.267923,Near Anna Nagar,Unsafe road condition reported by residents,English,Damaged_Median,High,High,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000177,RD_00013,23-07-2026,05:08,13.115946,80.15259,Near Shenoy Nagar,Road defect requires inspection and repair,Tamil,Damaged_Curb,Critical,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000178,RD_00993,07-01-2026,05:15,13.025628,80.170921,Near Nungambakkam,Road condition is worsening at this location,Tamil,Road_Surface_Deterioration,Low,Medium,Medium,No,No,No,Yes,In Progress,GCC Roads,,,,legacy_record
CMP_000179,RD_00042,11-06-2026,13:38,12.982546,80.250728,Near Velachery,Road has been dug up for utility work,Tamil-English,Utility_Excavation,Medium,Medium,High,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_000180,RD_00602,20-04-2026,20:20,13.004639,80.188139,Near Guindy,Road surface is damaged and needs attention,Tamil,Uneven_Surface,Medium,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000181,RD_00089,24-07-2026,16:31,13.122215,80.232333,Near Guindy,Unsafe road condition reported by residents,Tamil-English,Missing_Manhole_Cover,Low,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000182,RD_00087,08-03-2026,03:29,13.092132,80.164788,Near Maduravoyal,Road surface is damaged and needs attention,English,Road_Collapse,High,High,High,No,No,No,No,Resolved,GCC Roads,19-03-2026,Resurfacing,,legacy_record
CMP_000183,RD_00670,01-03-2026,23:04,13.026582,80.172626,Near Perungudi,Road condition is worsening at this location,Tamil,Damaged_Footpath,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000184,RD_00199,06-03-2026,06:49,13.083903,80.193791,Near Anna Nagar,Damaged section is affecting normal traffic,Tamil-English,Construction_Debris,High,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000185,RD_00538,26-01-2026,18:13,13.016657,80.278541,Near Anna Nagar,Road defect requires inspection and repair,Tamil,Road_Collapse,Medium,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000186,RD_00071,11-03-2026,09:29,12.949955,80.253762,Near Besant Nagar,Damaged section is affecting normal traffic,Tamil,Damaged_Manhole,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000187,RD_00361,28-02-2026,17:40,12.982044,80.195753,Near Medavakkam,Damaged section is affecting normal traffic,Tamil-English,Rutting,Medium,Severe,Medium,Yes,No,No,No,Resolved,GCC Roads,15-03-2026,Resurfacing,,legacy_record
CMP_000188,RD_00674,11-05-2026,00:23,13.118653,80.226948,Near Thoraipakkam,Road defect requires inspection and repair,English,Broken_Streetlight,High,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000189,RD_00248,23-03-2026,12:31,13.018012,80.216376,Near Besant Nagar,Road condition is worsening at this location,English,Other,Medium,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000190,RD_00518,07-08-2026,21:00,13.085422,80.223849,Near Porur,Damaged section is affecting normal traffic,English,Damaged_Signage,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000191,RD_00576,30-07-2026,08:28,13.110036,80.214985,Near Shenoy Nagar,Utility excavation is obstructing the road,Tamil,Utility_Excavation,Medium,Medium,,No,No,No,No,Resolved,GCC Roads,06-08-2026,Resurfacing,,legacy_record
CMP_000192,RD_00883,19-05-2026,12:26,12.972175,80.271627,Near Taramani,Unsafe road condition reported by residents,Tamil-English,Faded_Road_Marking,Low,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000193,RD_00155,12-01-2026,05:45,13.033793,80.23638,Near Nungambakkam,Damaged section is affecting normal traffic,English,Damaged_Footpath,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000194,RD_00638,24-06-2026,12:34,12.943786,80.293367,Near Pallikaranai,Road condition is worsening at this location,Tamil-English,Obstruction,High,Low,High,No,No,No,No,Resolved,GCC Roads,06-07-2026,Resurfacing,,legacy_record
CMP_000195,RD_00354,30-05-2026,01:27,12.944722,80.256296,Near Adambakkam,Unsafe road condition reported by residents,English,Damaged_Footpath,Medium,Medium,High,Yes,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_000196,RD_00767,27-05-2026,06:26,12.984834,80.235043,Near Pallikaranai,Road defect requires inspection and repair,Tamil-English,Edge_Cracking,Medium,High,,No,No,No,No,Resolved,GCC Roads,24-06-2026,Resurfacing,,legacy_record
CMP_000197,RD_00547,24-04-2026,04:49,13.083679,80.298988,Near Adambakkam,Excavation work is affecting traffic,Tamil,Utility_Excavation,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000198,RD_00433,06-08-2026,05:35,12.930036,80.237131,Near Adyar,Long cracks visible across the road surface,Tamil-English,Crack,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000199,RD_00980,12-04-2026,16:31,13.064352,80.216968,Near Adambakkam,Damaged section is affecting normal traffic,Tamil-English,Depression,Low,Medium,Low,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000200,RD_00622,04-08-2026,05:07,13.051671,80.229754,Near Taramani,Road surface is damaged and needs attention,Tamil,Road_Surface_Deterioration,Medium,,Low,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000201,RD_00708,01-02-2026,04:08,12.91524,80.28973,Near Saidapet,Road defect requires inspection and repair,Tamil-English,Construction_Debris,High,Medium,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000202,RD_00624,15-04-2026,23:28,13.014044,80.263493,Near Adyar,Road drainage is not functioning properly,English,Drainage_Failure,Critical,Low,High,No,No,No,No,Resolved,GCC Roads,05-05-2026,Resurfacing,,legacy_record
CMP_000203,RD_00674,03-08-2026,00:16,13.118892,80.224725,Near Thoraipakkam,Unsafe road condition reported by residents,Tamil-English,Damaged_Signage,Low,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000204,RD_00914,18-05-2026,17:52,12.914153,80.252062,Near Shenoy Nagar,Unsafe road condition reported by residents,English,Road_Work_Incomplete,Medium,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000205,RD_00815,12-05-2026,19:01,12.906307,80.252678,Near Saidapet,Unsafe road condition reported by residents,Tamil-English,Obstruction,Low,High,Low,Yes,No,No,No,Resolved,GCC Roads,07-06-2026,Resurfacing,,legacy_record
CMP_000206,RD_00158,10-06-2026,23:54,13.05346,80.211278,Near Adyar,Unsafe road condition reported by residents,Tamil,Alligator_Cracking,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000207,RD_00401,20-07-2026,04:39,12.977907,80.233251,Near Anna Nagar,Unsafe road condition reported by residents,Tamil-English,Damaged_Signage,High,High,Medium,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000208,RD_00242,29-05-2026,18:55,13.11201,80.254699,Near Porur,Recently restored road surface has deteriorated again,English,Poor_Restoration,Medium,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000209,RD_00070,21-01-2026,09:46,13.045218,80.173313,Near Nungambakkam,Road condition is worsening at this location,Tamil,Faded_Road_Marking,Low,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000210,RD_00699,23-05-2026,07:26,13.092686,80.263521,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil,Depression,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_000211,RD_00373,04-03-2026,09:13,13.027623,80.24186,Near Ambattur,Road defect requires inspection and repair,Tamil-English,Rutting,High,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_000212,RD_00765,19-03-2026,15:40,12.976804,80.153154,Near Guindy,Unsafe road condition reported by residents,English,Road_Work_Incomplete,High,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
